,region_code,description,dt,region,viz_group_code,median_q,q_pct_delta,median_psf,psf_pct_delta,listings,listings_pct_delta,median_lifetime,median_psf_history,listings_history,median_q_history
27,A,HDB | 4 ROOM,2024-09-24,City & South West (D01-08),AH4,998000.0,0.009214390305069875,1012.0,0.012506253126563172,277,0.0036231884057971175,20.0,"[{'time': '2024-09-18', 'value': 1003.0}
 {'time': '2024-09-19', 'value': 1007.0}
 {'time': '2024-09-20', 'value': 1011.0}
 {'time': '2024-09-21', 'value': 1011.5}
 {'time': '2024-09-22', 'value': 1018.0}
 {'time': '2024-09-23', 'value': 1012.0}
 {'time': '2024-09-24', 'value': 1012.0}]","[{'time': '2024-09-18', 'value': 281} {'time': '2024-09-19', 'value': 278}
 {'time': '2024-09-20', 'value': 285} {'time': '2024-09-21', 'value': 282}
 {'time': '2024-09-22', 'value': 284} {'time': '2024-09-23', 'value': 286}
 {'time': '2024-09-24', 'value': 277}]","[{'time': '2024-09-18', 'value': 988888.0}
 {'time': '2024-09-19', 'value': 990000.0}
 {'time': '2024-09-20', 'value': 990000.0}
 {'time': '2024-09-21', 'value': 998000.0}
 {'time': '2024-09-22', 'value': 998944.0}
 {'time': '2024-09-23', 'value': 994000.0}
 {'time': '2024-09-24', 'value': 998000.0}]"
28,B,HDB | 4 ROOM,2024-09-24,Orchard / Holland (D09-10),AH4,978944.0,-0.020076076076076088,904.5,-0.036741214057507965,20,-0.04761904761904767,21.0,"[{'time': '2024-09-18', 'value': 929.5}
 {'time': '2024-09-19', 'value': 920.0}
 {'time': '2024-09-20', 'value': 920.0}
 {'time': '2024-09-21', 'value': 920.0}
 {'time': '2024-09-22', 'value': 929.5}
 {'time': '2024-09-23', 'value': 929.5}
 {'time': '2024-09-24', 'value': 904.5}]","[{'time': '2024-09-18', 'value': 22} {'time': '2024-09-19', 'value': 21}
 {'time': '2024-09-20', 'value': 21} {'time': '2024-09-21', 'value': 21}
 {'time': '2024-09-22', 'value': 20} {'time': '2024-09-23', 'value': 20}
 {'time': '2024-09-24', 'value': 20}]","[{'time': '2024-09-18', 'value': 978944.0}
 {'time': '2024-09-19', 'value': 958888.0}
 {'time': '2024-09-20', 'value': 958888.0}
 {'time': '2024-09-21', 'value': 958888.0}
 {'time': '2024-09-22', 'value': 978944.0}
 {'time': '2024-09-23', 'value': 978944.0}
 {'time': '2024-09-24', 'value': 978944.0}]"
29,C,HDB | 4 ROOM,2024-09-24,"Newton / Bt. Timah (D11, 21)",AH4,880000.0,0.011494252873563315,786.0,0.010282776349614497,13,-0.1333333333333333,20.0,"[{'time': '2024-09-18', 'value': 777.0}
 {'time': '2024-09-19', 'value': 777.0}
 {'time': '2024-09-20', 'value': 777.0}
 {'time': '2024-09-21', 'value': 777.0}
 {'time': '2024-09-22', 'value': 777.0}
 {'time': '2024-09-23', 'value': 777.0}
 {'time': '2024-09-24', 'value': 786.0}]","[{'time': '2024-09-18', 'value': 15} {'time': '2024-09-19', 'value': 14}
 {'time': '2024-09-20', 'value': 13} {'time': '2024-09-21', 'value': 13}
 {'time': '2024-09-22', 'value': 12} {'time': '2024-09-23', 'value': 13}
 {'time': '2024-09-24', 'value': 13}]","[{'time': '2024-09-18', 'value': 870000.0}
 {'time': '2024-09-19', 'value': 870000.0}
 {'time': '2024-09-20', 'value': 870000.0}
 {'time': '2024-09-21', 'value': 870000.0}
 {'time': '2024-09-22', 'value': 870000.0}
 {'time': '2024-09-23', 'value': 870000.0}
 {'time': '2024-09-24', 'value': 880000.0}]"
30,D,HDB | 4 ROOM,2024-09-24,Balestier / Geylang (D12-14),AH4,980000.0,0.02083333333333326,979.0,0.00979886539453334,278,-0.03472222222222221,20.0,"[{'time': '2024-09-18', 'value': 973.0}
 {'time': '2024-09-19', 'value': 979.0}
 {'time': '2024-09-20', 'value': 979.0}
 {'time': '2024-09-21', 'value': 979.0}
 {'time': '2024-09-22', 'value': 979.0}
 {'time': '2024-09-23', 'value': 980.0}
 {'time': '2024-09-24', 'value': 979.0}]","[{'time': '2024-09-18', 'value': 281} {'time': '2024-09-19', 'value': 277}
 {'time': '2024-09-20', 'value': 278} {'time': '2024-09-21', 'value': 277}
 {'time': '2024-09-22', 'value': 277} {'time': '2024-09-23', 'value': 278}
 {'time': '2024-09-24', 'value': 278}]","[{'time': '2024-09-18', 'value': 968000.0}
 {'time': '2024-09-19', 'value': 969000.0}
 {'time': '2024-09-20', 'value': 979000.0}
 {'time': '2024-09-21', 'value': 980000.0}
 {'time': '2024-09-22', 'value': 980000.0}
 {'time': '2024-09-23', 'value': 980000.0}
 {'time': '2024-09-24', 'value': 980000.0}]"
31,E,HDB | 4 ROOM,2024-09-24,East Coast (D15-16),AH4,638000.0,-0.018461538461538418,669.0,-0.017621145374449365,90,0.05882352941176472,13.0,"[{'time': '2024-09-18', 'value': 690.5}
 {'time': '2024-09-19', 'value': 700.0}
 {'time': '2024-09-20', 'value': 672.5}
 {'time': '2024-09-21', 'value': 700.0}
 {'time': '2024-09-22', 'value': 701.0}
 {'time': '2024-09-23', 'value': 690.5}
 {'time': '2024-09-24', 'value': 669.0}]","[{'time': '2024-09-18', 'value': 90} {'time': '2024-09-19', 'value': 91}
 {'time': '2024-09-20', 'value': 90} {'time': '2024-09-21', 'value': 89}
 {'time': '2024-09-22', 'value': 88} {'time': '2024-09-23', 'value': 90}
 {'time': '2024-09-24', 'value': 90}]","[{'time': '2024-09-18', 'value': 650000.0}
 {'time': '2024-09-19', 'value': 650000.0}
 {'time': '2024-09-20', 'value': 644000.0}
 {'time': '2024-09-21', 'value': 638000.0}
 {'time': '2024-09-22', 'value': 644000.0}
 {'time': '2024-09-23', 'value': 638000.0}
 {'time': '2024-09-24', 'value': 638000.0}]"
32,F,HDB | 4 ROOM,2024-09-24,Changi / Pasir Ris (D17-18),AH4,680000.0,0.014925373134328401,615.5,0.0073649754500817455,144,-0.06493506493506496,13.0,"[{'time': '2024-09-18', 'value': 610.0}
 {'time': '2024-09-19', 'value': 610.0}
 {'time': '2024-09-20', 'value': 612.0}
 {'time': '2024-09-21', 'value': 612.0}
 {'time': '2024-09-22', 'value': 614.0}
 {'time': '2024-09-23', 'value': 613.0}
 {'time': '2024-09-24', 'value': 615.5}]","[{'time': '2024-09-18', 'value': 151} {'time': '2024-09-19', 'value': 149}
 {'time': '2024-09-20', 'value': 147} {'time': '2024-09-21', 'value': 146}
 {'time': '2024-09-22', 'value': 145} {'time': '2024-09-23', 'value': 144}
 {'time': '2024-09-24', 'value': 144}]","[{'time': '2024-09-18', 'value': 670000.0}
 {'time': '2024-09-19', 'value': 670000.0}
 {'time': '2024-09-20', 'value': 670000.0}
 {'time': '2024-09-21', 'value': 676500.0}
 {'time': '2024-09-22', 'value': 678000.0}
 {'time': '2024-09-23', 'value': 680000.0}
 {'time': '2024-09-24', 'value': 680000.0}]"
33,G,HDB | 4 ROOM,2024-09-24,Serangoon / Thomson (D19-20),AH4,700000.0,0.007194244604316502,696.0,0.010159651669085612,485,-0.03960396039603964,16.0,"[{'time': '2024-09-18', 'value': 689.0}
 {'time': '2024-09-19', 'value': 695.0}
 {'time': '2024-09-20', 'value': 695.0}
 {'time': '2024-09-21', 'value': 696.0}
 {'time': '2024-09-22', 'value': 697.0}
 {'time': '2024-09-23', 'value': 697.0}
 {'time': '2024-09-24', 'value': 696.0}]","[{'time': '2024-09-18', 'value': 505} {'time': '2024-09-19', 'value': 510}
 {'time': '2024-09-20', 'value': 502} {'time': '2024-09-21', 'value': 498}
 {'time': '2024-09-22', 'value': 492} {'time': '2024-09-23', 'value': 489}
 {'time': '2024-09-24', 'value': 485}]","[{'time': '2024-09-18', 'value': 698000.0}
 {'time': '2024-09-19', 'value': 698500.0}
 {'time': '2024-09-20', 'value': 698500.0}
 {'time': '2024-09-21', 'value': 699000.0}
 {'time': '2024-09-22', 'value': 699444.0}
 {'time': '2024-09-23', 'value': 700000.0}
 {'time': '2024-09-24', 'value': 700000.0}]"
34,H,HDB | 4 ROOM,2024-09-24,West (D22-24),AH4,588888.0,-0.0018847457627119146,554.0,-0.008944543828264706,327,0.0,12.0,"[{'time': '2024-09-18', 'value': 559.0}
 {'time': '2024-09-19', 'value': 563.5}
 {'time': '2024-09-20', 'value': 558.5}
 {'time': '2024-09-21', 'value': 559.0}
 {'time': '2024-09-22', 'value': 560.0}
 {'time': '2024-09-23', 'value': 559.0}
 {'time': '2024-09-24', 'value': 554.0}]","[{'time': '2024-09-18', 'value': 319} {'time': '2024-09-19', 'value': 320}
 {'time': '2024-09-20', 'value': 330} {'time': '2024-09-21', 'value': 329}
 {'time': '2024-09-22', 'value': 328} {'time': '2024-09-23', 'value': 323}
 {'time': '2024-09-24', 'value': 327}]","[{'time': '2024-09-18', 'value': 590000.0}
 {'time': '2024-09-19', 'value': 590000.0}
 {'time': '2024-09-20', 'value': 590000.0}
 {'time': '2024-09-21', 'value': 590000.0}
 {'time': '2024-09-22', 'value': 590000.0}
 {'time': '2024-09-23', 'value': 590000.0}
 {'time': '2024-09-24', 'value': 588888.0}]"
35,I,HDB | 4 ROOM,2024-09-24,North (D25-28),AH4,599999.0,0.001855104794218576,598.0,0.015280135823429575,349,0.04179104477611939,12.0,"[{'time': '2024-09-18', 'value': 594.0}
 {'time': '2024-09-19', 'value': 593.0}
 {'time': '2024-09-20', 'value': 595.5}
 {'time': '2024-09-21', 'value': 595.5}
 {'time': '2024-09-22', 'value': 596.0}
 {'time': '2024-09-23', 'value': 598.0}
 {'time': '2024-09-24', 'value': 598.0}]","[{'time': '2024-09-18', 'value': 348} {'time': '2024-09-19', 'value': 349}
 {'time': '2024-09-20', 'value': 354} {'time': '2024-09-21', 'value': 350}
 {'time': '2024-09-22', 'value': 345} {'time': '2024-09-23', 'value': 342}
 {'time': '2024-09-24', 'value': 349}]","[{'time': '2024-09-18', 'value': 599499.5}
 {'time': '2024-09-19', 'value': 598613.0}
 {'time': '2024-09-20', 'value': 599499.5}
 {'time': '2024-09-21', 'value': 599000.0}
 {'time': '2024-09-22', 'value': 599000.0}
 {'time': '2024-09-23', 'value': 599999.0}
 {'time': '2024-09-24', 'value': 599999.0}]"
37,A,HDB | 5 ROOM,2024-09-24,City & South West (D01-08),AH5,1150000.0,0.02678571428571419,912.0,0.0,187,0.05649717514124286,21.0,"[{'time': '2024-09-18', 'value': 912.0}
 {'time': '2024-09-19', 'value': 912.0}
 {'time': '2024-09-20', 'value': 912.0}
 {'time': '2024-09-21', 'value': 912.0}
 {'time': '2024-09-22', 'value': 912.0}
 {'time': '2024-09-23', 'value': 912.0}
 {'time': '2024-09-24', 'value': 912.0}]","[{'time': '2024-09-18', 'value': 179} {'time': '2024-09-19', 'value': 179}
 {'time': '2024-09-20', 'value': 183} {'time': '2024-09-21', 'value': 185}
 {'time': '2024-09-22', 'value': 186} {'time': '2024-09-23', 'value': 188}
 {'time': '2024-09-24', 'value': 187}]","[{'time': '2024-09-18', 'value': 1120000.0}
 {'time': '2024-09-19', 'value': 1100000.0}
 {'time': '2024-09-20', 'value': 1130000.0}
 {'time': '2024-09-21', 'value': 1130000.0}
 {'time': '2024-09-22', 'value': 1142500.0}
 {'time': '2024-09-23', 'value': 1132500.0}
 {'time': '2024-09-24', 'value': 1150000.0}]"
38,B,HDB | 5 ROOM,2024-09-24,Orchard / Holland (D09-10),AH5,943944.0,0.026646538560260336,717.0,0.002797202797202747,6,0.5,7.5,"[{'time': '2024-09-18', 'value': 679.0}
 {'time': '2024-09-19', 'value': 679.0}
 {'time': '2024-09-20', 'value': 679.0}
 {'time': '2024-09-21', 'value': 679.0}
 {'time': '2024-09-22', 'value': 717.0}
 {'time': '2024-09-23', 'value': 717.0}
 {'time': '2024-09-24', 'value': 717.0}]","[{'time': '2024-09-18', 'value': 5} {'time': '2024-09-19', 'value': 5}
 {'time': '2024-09-20', 'value': 5} {'time': '2024-09-21', 'value': 5}
 {'time': '2024-09-22', 'value': 6} {'time': '2024-09-23', 'value': 6}
 {'time': '2024-09-24', 'value': 6}]","[{'time': '2024-09-18', 'value': 899000.0}
 {'time': '2024-09-19', 'value': 899000.0}
 {'time': '2024-09-20', 'value': 899000.0}
 {'time': '2024-09-21', 'value': 899000.0}
 {'time': '2024-09-22', 'value': 943944.0}
 {'time': '2024-09-23', 'value': 943944.0}
 {'time': '2024-09-24', 'value': 943944.0}]"
39,C,HDB | 5 ROOM,2024-09-24,"Newton / Bt. Timah (D11, 21)",AH5,1180000.0,0.0,866.5,0.011085180863477317,6,0.19999999999999996,4.0,"[{'time': '2024-09-18', 'value': 857.0}
 {'time': '2024-09-19', 'value': 857.0}
 {'time': '2024-09-20', 'value': 857.0}
 {'time': '2024-09-21', 'value': 857.0}
 {'time': '2024-09-22', 'value': 857.0}
 {'time': '2024-09-23', 'value': 866.5}
 {'time': '2024-09-24', 'value': 866.5}]","[{'time': '2024-09-18', 'value': 5} {'time': '2024-09-19', 'value': 5}
 {'time': '2024-09-20', 'value': 5} {'time': '2024-09-21', 'value': 5}
 {'time': '2024-09-22', 'value': 5} {'time': '2024-09-23', 'value': 6}
 {'time': '2024-09-24', 'value': 6}]","[{'time': '2024-09-18', 'value': 1180000.0}
 {'time': '2024-09-19', 'value': 1180000.0}
 {'time': '2024-09-20', 'value': 1180000.0}
 {'time': '2024-09-21', 'value': 1180000.0}
 {'time': '2024-09-22', 'value': 1180000.0}
 {'time': '2024-09-23', 'value': 1180000.0}
 {'time': '2024-09-24', 'value': 1180000.0}]"
40,D,HDB | 5 ROOM,2024-09-24,Balestier / Geylang (D12-14),AH5,1000000.0,0.0,766.5,-0.004545454545454519,122,-0.031746031746031744,18.0,"[{'time': '2024-09-18', 'value': 773.0}
 {'time': '2024-09-19', 'value': 773.0}
 {'time': '2024-09-20', 'value': 774.0}
 {'time': '2024-09-21', 'value': 772.0}
 {'time': '2024-09-22', 'value': 766.5}
 {'time': '2024-09-23', 'value': 766.5}
 {'time': '2024-09-24', 'value': 766.5}]","[{'time': '2024-09-18', 'value': 129} {'time': '2024-09-19', 'value': 125}
 {'time': '2024-09-20', 'value': 123} {'time': '2024-09-21', 'value': 125}
 {'time': '2024-09-22', 'value': 126} {'time': '2024-09-23', 'value': 126}
 {'time': '2024-09-24', 'value': 122}]","[{'time': '2024-09-18', 'value': 1000000.0}
 {'time': '2024-09-19', 'value': 1000000.0}
 {'time': '2024-09-20', 'value': 1000000.0}
 {'time': '2024-09-21', 'value': 1000000.0}
 {'time': '2024-09-22', 'value': 999500.0}
 {'time': '2024-09-23', 'value': 1000000.0}
 {'time': '2024-09-24', 'value': 1000000.0}]"
41,E,HDB | 5 ROOM,2024-09-24,East Coast (D15-16),AH5,813000.0,-0.0491228070175439,630.5,-0.011755485893416906,76,-0.012987012987012991,21.0,"[{'time': '2024-09-18', 'value': 638.0}
 {'time': '2024-09-19', 'value': 638.0}
 {'time': '2024-09-20', 'value': 638.0}
 {'time': '2024-09-21', 'value': 638.0}
 {'time': '2024-09-22', 'value': 636.5}
 {'time': '2024-09-23', 'value': 631.0}
 {'time': '2024-09-24', 'value': 630.5}]","[{'time': '2024-09-18', 'value': 76} {'time': '2024-09-19', 'value': 75}
 {'time': '2024-09-20', 'value': 76} {'time': '2024-09-21', 'value': 77}
 {'time': '2024-09-22', 'value': 78} {'time': '2024-09-23', 'value': 77}
 {'time': '2024-09-24', 'value': 76}]","[{'time': '2024-09-18', 'value': 859722.0}
 {'time': '2024-09-19', 'value': 864444.0}
 {'time': '2024-09-20', 'value': 859722.0}
 {'time': '2024-09-21', 'value': 864444.0}
 {'time': '2024-09-22', 'value': 853500.0}
 {'time': '2024-09-23', 'value': 818000.0}
 {'time': '2024-09-24', 'value': 813000.0}]"
42,F,HDB | 5 ROOM,2024-09-24,Changi / Pasir Ris (D17-18),AH5,837500.0,-0.012382075471698117,616.0,-0.003236245954692518,206,0.045685279187817285,18.0,"[{'time': '2024-09-18', 'value': 618.0}
 {'time': '2024-09-19', 'value': 618.0}
 {'time': '2024-09-20', 'value': 614.0}
 {'time': '2024-09-21', 'value': 614.0}
 {'time': '2024-09-22', 'value': 614.0}
 {'time': '2024-09-23', 'value': 616.0}
 {'time': '2024-09-24', 'value': 616.0}]","[{'time': '2024-09-18', 'value': 196} {'time': '2024-09-19', 'value': 199}
 {'time': '2024-09-20', 'value': 199} {'time': '2024-09-21', 'value': 198}
 {'time': '2024-09-22', 'value': 198} {'time': '2024-09-23', 'value': 202}
 {'time': '2024-09-24', 'value': 206}]","[{'time': '2024-09-18', 'value': 849500.0}
 {'time': '2024-09-19', 'value': 850000.0}
 {'time': '2024-09-20', 'value': 830000.0}
 {'time': '2024-09-21', 'value': 839000.0}
 {'time': '2024-09-22', 'value': 839000.0}
 {'time': '2024-09-23', 'value': 849000.0}
 {'time': '2024-09-24', 'value': 837500.0}]"
43,G,HDB | 5 ROOM,2024-09-24,Serangoon / Thomson (D19-20),AH5,789000.0,-0.0012658227848101333,630.0,-0.0031645569620253333,392,-0.02244389027431426,18.0,"[{'time': '2024-09-18', 'value': 633.0}
 {'time': '2024-09-19', 'value': 633.0}
 {'time': '2024-09-20', 'value': 633.0}
 {'time': '2024-09-21', 'value': 632.0}
 {'time': '2024-09-22', 'value': 632.0}
 {'time': '2024-09-23', 'value': 630.0}
 {'time': '2024-09-24', 'value': 630.0}]","[{'time': '2024-09-18', 'value': 401} {'time': '2024-09-19', 'value': 399}
 {'time': '2024-09-20', 'value': 407} {'time': '2024-09-21', 'value': 399}
 {'time': '2024-09-22', 'value': 395} {'time': '2024-09-23', 'value': 394}
 {'time': '2024-09-24', 'value': 392}]","[{'time': '2024-09-18', 'value': 790000.0}
 {'time': '2024-09-19', 'value': 788000.0}
 {'time': '2024-09-20', 'value': 798888.0}
 {'time': '2024-09-21', 'value': 790000.0}
 {'time': '2024-09-22', 'value': 790000.0}
 {'time': '2024-09-23', 'value': 789000.0}
 {'time': '2024-09-24', 'value': 789000.0}]"
44,H,HDB | 5 ROOM,2024-09-24,West (D22-24),AH5,699000.0,0.0,549.0,0.009191176470588314,375,0.0,18.0,"[{'time': '2024-09-18', 'value': 544.0}
 {'time': '2024-09-19', 'value': 546.0}
 {'time': '2024-09-20', 'value': 546.0}
 {'time': '2024-09-21', 'value': 547.5}
 {'time': '2024-09-22', 'value': 546.0}
 {'time': '2024-09-23', 'value': 549.0}
 {'time': '2024-09-24', 'value': 549.0}]","[{'time': '2024-09-18', 'value': 369} {'time': '2024-09-19', 'value': 369}
 {'time': '2024-09-20', 'value': 373} {'time': '2024-09-21', 'value': 372}
 {'time': '2024-09-22', 'value': 377} {'time': '2024-09-23', 'value': 378}
 {'time': '2024-09-24', 'value': 375}]","[{'time': '2024-09-18', 'value': 699000.0}
 {'time': '2024-09-19', 'value': 699998.0}
 {'time': '2024-09-20', 'value': 699000.0}
 {'time': '2024-09-21', 'value': 699000.0}
 {'time': '2024-09-22', 'value': 699000.0}
 {'time': '2024-09-23', 'value': 699998.5}
 {'time': '2024-09-24', 'value': 699000.0}]"
45,I,HDB | 5 ROOM,2024-09-24,North (D25-28),AH5,690000.0,0.0,550.0,0.00917431192660545,283,0.029090909090909056,15.0,"[{'time': '2024-09-18', 'value': 546.5}
 {'time': '2024-09-19', 'value': 550.0}
 {'time': '2024-09-20', 'value': 549.0}
 {'time': '2024-09-21', 'value': 549.0}
 {'time': '2024-09-22', 'value': 549.0}
 {'time': '2024-09-23', 'value': 546.5}
 {'time': '2024-09-24', 'value': 550.0}]","[{'time': '2024-09-18', 'value': 276} {'time': '2024-09-19', 'value': 277}
 {'time': '2024-09-20', 'value': 284} {'time': '2024-09-21', 'value': 284}
 {'time': '2024-09-22', 'value': 281} {'time': '2024-09-23', 'value': 286}
 {'time': '2024-09-24', 'value': 283}]","[{'time': '2024-09-18', 'value': 688944.0}
 {'time': '2024-09-19', 'value': 690000.0}
 {'time': '2024-09-20', 'value': 690000.0}
 {'time': '2024-09-21', 'value': 689500.0}
 {'time': '2024-09-22', 'value': 690000.0}
 {'time': '2024-09-23', 'value': 688944.0}
 {'time': '2024-09-24', 'value': 690000.0}]"
47,A,L | Terrace,2024-09-24,City & South West (D01-08),AL1,5996560.0,-0.02658303464755074,1569.0,-0.006962025316455733,65,-0.02985074626865669,21.0,"[{'time': '2024-09-18', 'value': 1590.0}
 {'time': '2024-09-19', 'value': 1580.0}
 {'time': '2024-09-20', 'value': 1579.0}
 {'time': '2024-09-21', 'value': 1573.5}
 {'time': '2024-09-22', 'value': 1573.5}
 {'time': '2024-09-23', 'value': 1578.0}
 {'time': '2024-09-24', 'value': 1569.0}]","[{'time': '2024-09-18', 'value': 66} {'time': '2024-09-19', 'value': 63}
 {'time': '2024-09-20', 'value': 64} {'time': '2024-09-21', 'value': 64}
 {'time': '2024-09-22', 'value': 64} {'time': '2024-09-23', 'value': 65}
 {'time': '2024-09-24', 'value': 65}]","[{'time': '2024-09-18', 'value': 6220160.0}
 {'time': '2024-09-19', 'value': 6280000.0}
 {'time': '2024-09-20', 'value': 6220160.0}
 {'time': '2024-09-21', 'value': 6220160.0}
 {'time': '2024-09-22', 'value': 6220160.0}
 {'time': '2024-09-23', 'value': 6280000.0}
 {'time': '2024-09-24', 'value': 5996560.0}]"
48,B,L | Terrace,2024-09-24,Orchard / Holland (D09-10),AL1,7000000.0,0.0,2200.0,0.0,139,-0.014184397163120588,21.0,"[{'time': '2024-09-18', 'value': 2200.0}
 {'time': '2024-09-19', 'value': 2200.0}
 {'time': '2024-09-20', 'value': 2200.0}
 {'time': '2024-09-21', 'value': 2200.0}
 {'time': '2024-09-22', 'value': 2200.0}
 {'time': '2024-09-23', 'value': 2200.0}
 {'time': '2024-09-24', 'value': 2200.0}]","[{'time': '2024-09-18', 'value': 143} {'time': '2024-09-19', 'value': 142}
 {'time': '2024-09-20', 'value': 139} {'time': '2024-09-21', 'value': 138}
 {'time': '2024-09-22', 'value': 135} {'time': '2024-09-23', 'value': 141}
 {'time': '2024-09-24', 'value': 139}]","[{'time': '2024-09-18', 'value': 7000000.0}
 {'time': '2024-09-19', 'value': 7000000.0}
 {'time': '2024-09-20', 'value': 7000000.0}
 {'time': '2024-09-21', 'value': 7000000.0}
 {'time': '2024-09-22', 'value': 7000000.0}
 {'time': '2024-09-23', 'value': 7000000.0}
 {'time': '2024-09-24', 'value': 7000000.0}]"
49,C,L | Terrace,2024-09-24,"Newton / Bt. Timah (D11, 21)",AL1,9400000.0,0.0,1391.0,0.0,111,0.1100000000000001,21.0,"[{'time': '2024-09-18', 'value': 1391.0}
 {'time': '2024-09-19', 'value': 1391.0}
 {'time': '2024-09-20', 'value': 1391.0}
 {'time': '2024-09-21', 'value': 1391.0}
 {'time': '2024-09-22', 'value': 1391.0}
 {'time': '2024-09-23', 'value': 1391.0}
 {'time': '2024-09-24', 'value': 1391.0}]","[{'time': '2024-09-18', 'value': 100} {'time': '2024-09-19', 'value': 104}
 {'time': '2024-09-20', 'value': 103} {'time': '2024-09-21', 'value': 106}
 {'time': '2024-09-22', 'value': 108} {'time': '2024-09-23', 'value': 111}
 {'time': '2024-09-24', 'value': 111}]","[{'time': '2024-09-18', 'value': 9400000.0}
 {'time': '2024-09-19', 'value': 9400000.0}
 {'time': '2024-09-20', 'value': 9400000.0}
 {'time': '2024-09-21', 'value': 9400000.0}
 {'time': '2024-09-22', 'value': 9400000.0}
 {'time': '2024-09-23', 'value': 9400000.0}
 {'time': '2024-09-24', 'value': 9400000.0}]"
50,D,L | Terrace,2024-09-24,Balestier / Geylang (D12-14),AL1,4000000.0,0.0,1600.0,0.0,143,-0.00694444444444442,21.0,"[{'time': '2024-09-18', 'value': 1600.0}
 {'time': '2024-09-19', 'value': 1600.0}
 {'time': '2024-09-20', 'value': 1600.0}
 {'time': '2024-09-21', 'value': 1601.5}
 {'time': '2024-09-22', 'value': 1603.0}
 {'time': '2024-09-23', 'value': 1601.5}
 {'time': '2024-09-24', 'value': 1600.0}]","[{'time': '2024-09-18', 'value': 144} {'time': '2024-09-19', 'value': 146}
 {'time': '2024-09-20', 'value': 146} {'time': '2024-09-21', 'value': 148}
 {'time': '2024-09-22', 'value': 147} {'time': '2024-09-23', 'value': 144}
 {'time': '2024-09-24', 'value': 143}]","[{'time': '2024-09-18', 'value': 4000000.0}
 {'time': '2024-09-19', 'value': 4000000.0}
 {'time': '2024-09-20', 'value': 4000000.0}
 {'time': '2024-09-21', 'value': 4000000.0}
 {'time': '2024-09-22', 'value': 4000000.0}
 {'time': '2024-09-23', 'value': 4000000.0}
 {'time': '2024-09-24', 'value': 4000000.0}]"
51,E,L | Terrace,2024-09-24,East Coast (D15-16),AL1,5500000.0,0.0,1439.0,0.01231093914878656,481,-0.01836734693877551,21.0,"[{'time': '2024-09-18', 'value': 1413.0}
 {'time': '2024-09-19', 'value': 1406.5}
 {'time': '2024-09-20', 'value': 1406.5}
 {'time': '2024-09-21', 'value': 1417.0}
 {'time': '2024-09-22', 'value': 1442.5}
 {'time': '2024-09-23', 'value': 1426.0}
 {'time': '2024-09-24', 'value': 1439.0}]","[{'time': '2024-09-18', 'value': 494} {'time': '2024-09-19', 'value': 496}
 {'time': '2024-09-20', 'value': 498} {'time': '2024-09-21', 'value': 493}
 {'time': '2024-09-22', 'value': 490} {'time': '2024-09-23', 'value': 498}
 {'time': '2024-09-24', 'value': 481}]","[{'time': '2024-09-18', 'value': 5500000.0}
 {'time': '2024-09-19', 'value': 5500000.0}
 {'time': '2024-09-20', 'value': 5500000.0}
 {'time': '2024-09-21', 'value': 5500000.0}
 {'time': '2024-09-22', 'value': 5500000.0}
 {'time': '2024-09-23', 'value': 5500000.0}
 {'time': '2024-09-24', 'value': 5500000.0}]"
52,F,L | Terrace,2024-09-24,Changi / Pasir Ris (D17-18),AL1,3250000.0,0.048387096774193505,1216.5,0.0004111842105263275,96,-0.030303030303030276,21.0,"[{'time': '2024-09-18', 'value': 1216.5}
 {'time': '2024-09-19', 'value': 1216.5}
 {'time': '2024-09-20', 'value': 1216.0}
 {'time': '2024-09-21', 'value': 1216.5}
 {'time': '2024-09-22', 'value': 1216.5}
 {'time': '2024-09-23', 'value': 1216.0}
 {'time': '2024-09-24', 'value': 1216.5}]","[{'time': '2024-09-18', 'value': 98} {'time': '2024-09-19', 'value': 98}
 {'time': '2024-09-20', 'value': 97} {'time': '2024-09-21', 'value': 100}
 {'time': '2024-09-22', 'value': 98} {'time': '2024-09-23', 'value': 99}
 {'time': '2024-09-24', 'value': 96}]","[{'time': '2024-09-18', 'value': 3050000.0}
 {'time': '2024-09-19', 'value': 3050000.0}
 {'time': '2024-09-20', 'value': 3100000.0}
 {'time': '2024-09-21', 'value': 3250000.0}
 {'time': '2024-09-22', 'value': 3050000.0}
 {'time': '2024-09-23', 'value': 3100000.0}
 {'time': '2024-09-24', 'value': 3250000.0}]"
